incident_id,date,system_affected,attack_type,severity,resolution_time_hours,status,reported_by,region
INC00319,2024-07-07,User Device,Password Attack,Medium,53.8,Closed,SOC Analyst,Africa
INC00320,2024-12-23,Web Server,Malware,High,60.7,Closed,End User,Africa
INC00321,2024-08-08,IoT Device,Insider Threat,High,24.8,Closed,End User,South America
INC00322,2024-10-10,Firewall,Password Attack,Medium,28.3,Closed,IT Admin,Oceania
INC00323,2024-08-23,Cloud Storage,Malware,Low,22.7,Closed,IT Admin,Oceania
INC00324,2025-05-12,Database,SQL Injection,Medium,51.8,Closed,IT Admin,Oceania
INC00325,2024-12-01,Application Server,Password Attack,Medium,,Closed,SOC Analyst,Asia
INC00326,2024-11-03,Application Server,SQL Injection,Low,,Closed,SOC Analyst,Europe
INC00327,2024-11-10,VPN Gateway,Man-in-the-Middle,Medium,30.6,Closed,SOC Analyst,North America
INC00328,2024-12-19,User Device,Malware,Low,56.9,Closed,Security Manager,North America
INC00329,2025-01-20,Cloud Storage,Insider Threat,Critical,52.7,Closed,External Auditor,Europe
INC00330,2024-08-30,User Device,DDoS,High,13.9,Closed,End User,Asia
INC00331,2025-02-01,VPN Gateway,DDoS,High,,Open,Security Manager,Asia
INC00332,2024-11-15,Workstation,Zero-Day,Medium,27.3,Closed,IT Admin,Oceania
INC00333,2024-08-02,VPN Gateway,Privilege Escalation,Medium,34.1,Closed,IT Admin,Asia
INC00334,2025-06-15,Cloud Storage,Password Attack,Critical,28.6,Closed,End User,South America
INC00335,2024-12-29,Cloud Storage,Privilege Escalation,Medium,,Open,End User,Africa
INC00336,2024-06-28,Firewall,Zero-Day,Critical,69.5,Closed,End User,Asia
INC00337,2024-06-28,VPN Gateway,Privilege Escalation,Low,24.8,Closed,End User,South America
INC00338,2024-12-14,Database,Privilege Escalation,High,71.8,Closed,IT Admin,Oceania
INC00339,2024-09-10,Web Server,Zero-Day,Medium,16.7,Closed,End User,Oceania
INC00340,2025-05-14,Cloud Storage,Zero-Day,Low,,Closed,End User,Europe
INC00341,2025-02-09,Email Server,Insider Threat,High,,Open,External Auditor,South America
INC00342,2024-08-24,Cloud Storage,Man-in-the-Middle,Medium,66.4,Closed,Security Manager,Africa
INC00343,2025-05-31,Application Server,Man-in-the-Middle,Medium,66.0,Closed,SOC Analyst,Europe
INC00344,2024-07-17,Application Server,DDoS,Medium,5.1,Closed,Security Manager,Asia
INC00345,2024-11-10,Database,Phishing,High,,Closed,IT Admin,Africa
INC00346,2024-09-26,User Device,Privilege Escalation,Medium,17.5,Closed,End User,South America
INC00347,2024-10-24,IoT Device,Man-in-the-Middle,Low,,Open,Security Manager,North America
INC00348,2025-01-18,Cloud Storage,Malware,Medium,,Closed,IT Admin,Asia
INC00349,2025-01-10,Application Server,Zero-Day,Critical,38.5,Closed,End User,South America
INC00350,2025-04-30,VPN Gateway,Zero-Day,Medium,23.0,Closed,SOC Analyst,North America
INC00351,2024-12-25,Database,DDoS,Low,53.8,Closed,External Auditor,Europe
INC00352,2024-09-09,Email Server,Password Attack,Low,69.1,Closed,IT Admin,South America
INC00353,2024-07-31,Email Server,DDoS,Low,32.2,Closed,SOC Analyst,Oceania
INC00354,2024-08-08,Firewall,Zero-Day,Low,29.2,Closed,IT Admin,Europe
INC00355,2025-01-27,Database,Privilege Escalation,Medium,,Closed,External Auditor,Europe
INC00356,2024-12-13,Application Server,Ransomware,Low,20.4,Closed,Security Manager,Africa
INC00357,2024-07-26,Application Server,Privilege Escalation,Medium,29.5,Closed,SOC Analyst,Asia
INC00358,2024-12-20,VPN Gateway,Privilege Escalation,Medium,,Open,End User,Africa
INC00359,2024-08-20,Database,DDoS,Low,18.7,Closed,SOC Analyst,Europe
INC00360,2024-12-09,Email Server,Man-in-the-Middle,Medium,,Open,External Auditor,South America
INC00361,2024-11-14,Email Server,Zero-Day,High,50.5,Closed,IT Admin,Africa
INC00362,2025-03-25,VPN Gateway,SQL Injection,Medium,,Closed,End User,South America
INC00363,2024-08-05,Web Server,Password Attack,Medium,35.9,Closed,IT Admin,South America
INC00364,2024-09-04,User Device,Zero-Day,Low,,Open,Security Manager,South America
INC00365,2025-03-25,Database,Privilege Escalation,High,,Closed,IT Admin,Asia
INC00366,2025-06-02,Workstation,Ransomware,Medium,13.8,Closed,Security Manager,Africa
INC00367,2024-10-08,User Device,Man-in-the-Middle,High,,Closed,SOC Analyst,Asia
INC00368,2024-09-13,Application Server,Man-in-the-Middle,Low,,Open,Security Manager,Africa
INC00369,2025-02-27,Cloud Storage,Malware,High,47.8,Closed,IT Admin,Asia
INC00370,2025-06-02,VPN Gateway,SQL Injection,Low,,Open,Security Manager,North America
INC00371,2025-02-17,Firewall,Privilege Escalation,Medium,62.3,Closed,External Auditor,Oceania
INC00372,2024-11-11,Email Server,Privilege Escalation,Low,,Open,IT Admin,Europe
INC00373,2025-05-19,IoT Device,Password Attack,High,,Open,IT Admin,Asia
INC00374,2024-06-23,Workstation,SQL Injection,High,,Open,External Auditor,Oceania
INC00375,2025-05-01,Email Server,Insider Threat,Low,,Open,IT Admin,Oceania
INC00376,2025-04-12,Firewall,DDoS,High,60.0,Closed,Security Manager,South America
INC00377,2025-04-07,IoT Device,SQL Injection,High,28.3,Closed,SOC Analyst,Oceania
INC00378,2025-05-02,Cloud Storage,Man-in-the-Middle,High,,Open,End User,South America
INC00379,2024-10-12,Application Server,Privilege Escalation,Medium,,Closed,SOC Analyst,Oceania
INC00380,2024-10-27,Application Server,Malware,Low,,Open,Security Manager,Europe
INC00381,2024-10-08,Workstation,Password Attack,Medium,,Open,External Auditor,Europe
INC00382,2024-09-02,VPN Gateway,Password Attack,Low,55.4,Closed,SOC Analyst,North America
INC00383,2024-08-02,VPN Gateway,Phishing,Medium,,Closed,IT Admin,South America
INC00384,2024-10-28,Web Server,Insider Threat,High,50.2,Closed,IT Admin,Oceania
INC00385,2025-01-15,Email Server,SQL Injection,Medium,,Closed,End User,Asia
INC00386,2025-05-07,Application Server,DDoS,Medium,,Closed,End User,Oceania
INC00387,2024-06-25,Firewall,Insider Threat,High,51.3,Closed,SOC Analyst,Europe
INC00388,2024-10-17,Database,DDoS,Medium,38.4,Closed,Security Manager,North America
INC00389,2025-06-14,Application Server,Malware,Medium,31.6,Closed,IT Admin,South America
INC00390,2025-05-13,Firewall,Insider Threat,High,,Open,SOC Analyst,North America
INC00391,2025-01-09,Application Server,SQL Injection,High,,Closed,IT Admin,Oceania
INC00392,2024-07-07,Email Server,Malware,High,2.6,Closed,IT Admin,South America
INC00393,2024-12-21,Firewall,DDoS,Medium,,Open,Security Manager,Europe
INC00394,2025-05-05,Database,DDoS,Medium,43.3,Closed,Security Manager,Asia
INC00395,2024-11-11,Application Server,DDoS,High,47.1,Closed,IT Admin,Africa
INC00396,2024-08-15,IoT Device,Privilege Escalation,Low,67.9,Closed,SOC Analyst,Oceania
INC00397,2025-01-15,Firewall,Man-in-the-Middle,Critical,15.2,Closed,Security Manager,Asia
INC00398,2024-07-23,Web Server,Ransomware,Low,9.9,Closed,Security Manager,Oceania
INC00399,2024-08-18,Database,Man-in-the-Middle,Low,2.8,Closed,End User,Asia
INC00400,2025-04-12,Cloud Storage,Privilege Escalation,Low,40.2,Closed,IT Admin,South America
INC00401,2025-05-12,Web Server,Privilege Escalation,Medium,,Closed,End User,Europe
INC00402,2025-05-29,Web Server,Insider Threat,High,46.0,Closed,External Auditor,South America
INC00403,2024-11-14,Cloud Storage,Malware,Medium,,Open,IT Admin,Asia
INC00404,2025-05-07,Workstation,Malware,Low,16.2,Closed,IT Admin,Africa
INC00405,2025-01-02,Cloud Storage,Privilege Escalation,High,60.4,Closed,SOC Analyst,Asia
INC00406,2024-06-26,Cloud Storage,Ransomware,High,,Closed,SOC Analyst,South America
INC00407,2025-04-20,VPN Gateway,Privilege Escalation,Low,23.7,Closed,IT Admin,North America
INC00408,2025-06-12,Email Server,Phishing,Medium,68.7,Closed,External Auditor,Africa
INC00409,2025-02-06,Email Server,Password Attack,Medium,,Open,End User,Oceania
INC00410,2025-04-19,Web Server,Password Attack,Low,21.0,Closed,SOC Analyst,Asia
INC00411,2024-06-19,IoT Device,Malware,Low,37.8,Closed,SOC Analyst,South America
INC00412,2024-09-01,Email Server,Password Attack,Medium,56.1,Closed,External Auditor,Oceania
INC00413,2025-04-20,Firewall,Man-in-the-Middle,Medium,,Closed,SOC Analyst,Europe
INC00414,2025-05-26,VPN Gateway,Password Attack,High,12.5,Closed,SOC Analyst,Africa
INC00415,2024-06-18,Cloud Storage,Ransomware,Medium,31.1,Closed,End User,Asia
INC00416,2025-05-10,IoT Device,Password Attack,High,,Closed,SOC Analyst,Europe
INC00417,2025-02-24,User Device,Phishing,High,,Open,Security Manager,Asia
INC00418,2025-01-10,Application Server,Malware,Low,2.6,Closed,IT Admin,Asia
INC00419,2024-09-03,Workstation,Privilege Escalation,Medium,,Open,Security Manager,Europe
INC00420,2024-09-12,Firewall,DDoS,Medium,,Closed,Security Manager,North America
INC00421,2025-02-19,User Device,Password Attack,Medium,50.5,Closed,SOC Analyst,Asia
INC00422,2025-06-18,Cloud Storage,SQL Injection,Low,,Open,External Auditor,Europe
INC00423,2024-11-16,VPN Gateway,Phishing,High,12.0,Closed,End User,North America
INC00424,2025-05-27,Firewall,Man-in-the-Middle,High,64.7,Closed,Security Manager,Oceania
INC00425,2025-05-06,IoT Device,Malware,Medium,46.6,Closed,Security Manager,North America
INC00426,2024-08-19,IoT Device,Phishing,High,69.5,Closed,IT Admin,Asia
INC00427,2025-02-05,Application Server,Insider Threat,Medium,53.5,Closed,End User,South America
INC00428,2025-01-30,Firewall,Malware,Medium,,Open,External Auditor,North America
INC00429,2025-03-31,Database,DDoS,Critical,,Open,SOC Analyst,Africa
INC00430,2024-12-17,Firewall,Zero-Day,Critical,20.6,Closed,SOC Analyst,North America
INC00431,2025-03-30,Workstation,Privilege Escalation,Low,,Closed,End User,Europe
INC00432,2025-05-03,Firewall,Password Attack,High,5.4,Closed,End User,Asia
INC00433,2025-03-21,Web Server,Insider Threat,High,40.9,Closed,External Auditor,Europe
INC00434,2025-05-01,VPN Gateway,Malware,High,11.8,Closed,SOC Analyst,North America
INC00435,2025-02-25,Email Server,Ransomware,Medium,28.1,Closed,SOC Analyst,Africa
INC00436,2024-08-22,Workstation,Malware,Medium,,Closed,SOC Analyst,Europe
INC00437,2024-07-23,VPN Gateway,DDoS,Critical,,Open,End User,North America
INC00438,2025-05-28,VPN Gateway,Phishing,High,42.2,Closed,Security Manager,South America
INC00439,2025-06-03,Cloud Storage,Insider Threat,Low,17.0,Closed,IT Admin,Asia
INC00440,2025-01-26,VPN Gateway,DDoS,Critical,,Open,External Auditor,Africa
INC00441,2025-02-13,Workstation,Zero-Day,High,40.5,Closed,SOC Analyst,North America
INC00442,2025-01-26,Cloud Storage,DDoS,Critical,47.0,Closed,External Auditor,Europe
INC00443,2024-07-31,User Device,Phishing,Critical,56.7,Closed,End User,South America
INC00444,2024-09-13,VPN Gateway,Password Attack,High,37.2,Closed,Security Manager,Asia
INC00445,2025-03-18,Web Server,Password Attack,Medium,4.1,Closed,End User,North America
INC00446,2024-10-20,User Device,Password Attack,Low,72.0,Closed,IT Admin,North America
INC00447,2025-02-12,Firewall,SQL Injection,Medium,,Open,SOC Analyst,Europe
INC00448,2024-08-28,Cloud Storage,Password Attack,Low,71.4,Closed,IT Admin,Europe
INC00449,2025-02-17,IoT Device,Password Attack,Medium,50.8,Closed,External Auditor,North America
INC00450,2024-06-23,Application Server,Privilege Escalation,Low,41.4,Closed,IT Admin,South America
INC00451,2024-09-14,Workstation,DDoS,Medium,8.3,Closed,IT Admin,Africa
INC00452,2025-02-26,Web Server,Man-in-the-Middle,Medium,25.2,Closed,External Auditor,Europe
INC00453,2025-04-13,Application Server,DDoS,High,61.1,Closed,End User,North America
INC00454,2025-06-07,Email Server,Privilege Escalation,Medium,,Open,SOC Analyst,Africa
INC00455,2024-12-14,Database,Password Attack,High,,Open,External Auditor,North America
INC00456,2024-12-28,Workstation,Password Attack,High,,Closed,IT Admin,Oceania
INC00457,2024-11-07,VPN Gateway,Password Attack,Critical,69.8,Closed,External Auditor,Asia
INC00458,2025-02-24,IoT Device,DDoS,Critical,53.4,Closed,End User,Europe
INC00459,2025-03-20,Web Server,Privilege Escalation,High,71.6,Closed,External Auditor,North America
INC00460,2025-03-17,IoT Device,Password Attack,Medium,69.7,Closed,IT Admin,Oceania
INC00461,2024-09-02,Database,Zero-Day,High,,Closed,SOC Analyst,Europe
INC00462,2024-12-23,Application Server,DDoS,High,69.4,Closed,End User,South America
INC00463,2025-06-13,Workstation,Ransomware,Medium,6.7,Closed,End User,North America
INC00464,2025-06-18,Web Server,Insider Threat,Medium,,Open,IT Admin,South America
INC00465,2024-10-09,Cloud Storage,Password Attack,Medium,9.1,Closed,Security Manager,Africa
INC00466,2024-07-20,Firewall,DDoS,Medium,,Open,SOC Analyst,Asia
INC00467,2025-06-08,Application Server,SQL Injection,Low,,Open,IT Admin,South America
INC00468,2025-03-28,Database,Man-in-the-Middle,Critical,70.5,Closed,End User,Africa
INC00469,2024-08-08,VPN Gateway,Phishing,Medium,47.8,Closed,External Auditor,South America
INC00470,2025-03-30,Web Server,Malware,Medium,70.2,Closed,Security Manager,Oceania
INC00471,2024-09-08,User Device,SQL Injection,High,,Open,SOC Analyst,North America
INC00472,2024-11-29,IoT Device,Man-in-the-Middle,Medium,12.8,Closed,End User,North America
INC00473,2024-11-12,Database,SQL Injection,Critical,45.8,Closed,Security Manager,Europe
INC00474,2025-04-30,Web Server,Ransomware,High,,Open,SOC Analyst,South America
INC00475,2025-04-20,Workstation,Insider Threat,Critical,,Open,End User,North America
INC00476,2024-07-25,User Device,Insider Threat,Critical,64.0,Closed,End User,Europe
INC00477,2024-11-02,Web Server,SQL Injection,High,20.4,Closed,End User,Africa
INC00478,2025-05-18,Email Server,Malware,Medium,,Open,End User,Africa
INC00479,2024-11-19,IoT Device,Ransomware,Medium,,Open,External Auditor,South America
INC00480,2024-09-17,VPN Gateway,Privilege Escalation,High,35.3,Closed,SOC Analyst,South America
INC00481,2024-06-18,Web Server,Man-in-the-Middle,Low,38.2,Closed,External Auditor,Oceania
INC00482,2024-08-05,Email Server,Malware,High,33.4,Closed,IT Admin,Europe
INC00483,2025-03-12,Email Server,Phishing,Critical,,Open,Security Manager,Europe
INC00484,2024-08-01,Email Server,Privilege Escalation,Medium,65.8,Closed,SOC Analyst,North America
INC00485,2024-12-02,User Device,Insider Threat,High,,Open,External Auditor,South America
INC00486,2025-06-12,IoT Device,Privilege Escalation,High,,Open,Security Manager,Europe
INC00487,2025-04-04,IoT Device,Privilege Escalation,Medium,69.5,Closed,SOC Analyst,North America
INC00488,2024-09-03,Database,SQL Injection,Medium,63.6,Closed,Security Manager,Asia
INC00489,2024-12-04,VPN Gateway,Privilege Escalation,Low,4.6,Closed,End User,South America
INC00490,2025-04-06,IoT Device,Privilege Escalation,Medium,,Open,Security Manager,Asia
INC00491,2024-06-30,Firewall,Phishing,High,66.5,Closed,End User,North America
INC00492,2024-12-28,Workstation,SQL Injection,High,36.4,Closed,SOC Analyst,Europe
INC00493,2025-04-11,Workstation,Zero-Day,High,24.5,Closed,Security Manager,Africa
INC00494,2024-07-23,Database,Ransomware,Low,65.9,Closed,Security Manager,Oceania
INC00495,2024-10-13,User Device,Password Attack,Medium,38.1,Closed,IT Admin,North America
INC00496,2025-01-10,User Device,Insider Threat,High,,Closed,External Auditor,Africa
INC00497,2025-06-04,Email Server,Ransomware,Low,,Open,SOC Analyst,Europe
INC00498,2025-06-02,VPN Gateway,Phishing,High,,Open,End User,Asia
INC00499,2024-10-24,User Device,Insider Threat,High,10.7,Closed,SOC Analyst,Europe
INC00500,2024-12-10,VPN Gateway,Privilege Escalation,Medium,69.2,Closed,Security Manager,Africa
INC00501,2024-09-09,Application Server,Password Attack,High,64.6,Closed,SOC Analyst,Asia
INC00502,2025-06-04,Cloud Storage,Phishing,High,42.1,Closed,IT Admin,Europe
INC00503,2024-07-22,Firewall,Ransomware,Medium,30.7,Closed,SOC Analyst,Oceania
INC00504,2025-06-14,VPN Gateway,DDoS,High,44.1,Closed,SOC Analyst,Europe
INC00505,2025-02-09,IoT Device,SQL Injection,High,51.7,Closed,End User,South America
INC00506,2024-12-08,Application Server,Zero-Day,High,34.7,Closed,External Auditor,Africa
INC00507,2024-11-27,IoT Device,Malware,High,,Closed,End User,Africa
INC00508,2024-07-22,IoT Device,Privilege Escalation,High,49.9,Closed,Security Manager,North America
INC00509,2024-12-28,Workstation,Password Attack,Low,20.3,Closed,End User,Europe
INC00510,2025-04-03,User Device,Ransomware,High,,Open,External Auditor,South America
INC00511,2024-07-15,Application Server,DDoS,High,,Open,End User,Asia
INC00512,2024-11-16,Cloud Storage,Insider Threat,Medium,42.8,Closed,External Auditor,Europe
INC00513,2024-12-25,Firewall,Man-in-the-Middle,Low,35.3,Closed,End User,Africa
INC00514,2025-01-16,Email Server,Man-in-the-Middle,High,8.8,Closed,IT Admin,Oceania
INC00515,2025-02-06,User Device,DDoS,Low,65.0,Closed,SOC Analyst,Europe
INC00516,2024-12-19,Firewall,SQL Injection,High,64.1,Closed,End User,Asia
INC00517,2024-08-23,Workstation,Zero-Day,High,34.9,Closed,External Auditor,Africa
INC00518,2024-08-05,Database,Zero-Day,High,37.0,Closed,Security Manager,Africa
INC00519,2025-01-17,Cloud Storage,Phishing,High,,Open,IT Admin,Asia
INC00520,2024-11-21,IoT Device,Zero-Day,High,,Closed,IT Admin,North America
INC00521,2024-10-12,Application Server,DDoS,Critical,6.1,Closed,Security Manager,Asia
INC00522,2025-03-03,Email Server,Privilege Escalation,High,36.3,Closed,SOC Analyst,Europe
INC00523,2024-08-08,Cloud Storage,Insider Threat,Low,69.6,Closed,Security Manager,North America
INC00524,2025-05-30,User Device,Ransomware,High,,Open,End User,Africa
INC00525,2025-03-13,Web Server,Phishing,Medium,19.4,Closed,End User,Asia
INC00526,2025-04-13,Database,Insider Threat,Low,23.4,Closed,SOC Analyst,North America
INC00527,2025-01-17,Workstation,Zero-Day,Medium,43.7,Closed,End User,South America
INC00528,2024-07-02,Email Server,Password Attack,Low,36.3,Closed,IT Admin,Europe
INC00529,2024-11-24,Web Server,Ransomware,Critical,70.9,Closed,IT Admin,Oceania
INC00530,2025-06-07,IoT Device,Man-in-the-Middle,High,,Open,SOC Analyst,South America
INC00531,2024-07-26,Workstation,Man-in-the-Middle,High,,Open,SOC Analyst,Oceania
INC00532,2025-04-24,Web Server,Phishing,Low,31.2,Closed,Security Manager,North America
INC00533,2024-09-11,Workstation,Zero-Day,Medium,16.4,Closed,SOC Analyst,Asia
INC00534,2024-11-15,Database,Man-in-the-Middle,High,44.4,Closed,IT Admin,South America
INC00535,2025-04-26,User Device,Privilege Escalation,Medium,,Closed,SOC Analyst,North America
INC00536,2024-10-07,Firewall,Privilege Escalation,Medium,20.4,Closed,External Auditor,Europe
INC00537,2024-12-17,Cloud Storage,SQL Injection,Low,40.4,Closed,IT Admin,Oceania
INC00538,2024-10-15,Application Server,Ransomware,High,,Open,SOC Analyst,North America
INC00539,2024-08-29,VPN Gateway,DDoS,Low,56.6,Closed,SOC Analyst,Oceania
INC00540,2025-04-28,Workstation,Ransomware,High,70.4,Closed,End User,South America
INC00541,2025-05-24,Database,DDoS,Critical,,Open,End User,Oceania
INC00542,2025-01-09,Cloud Storage,Malware,Medium,,Closed,SOC Analyst,North America
INC00543,2025-04-09,Email Server,Password Attack,Medium,32.6,Closed,External Auditor,Asia
INC00544,2025-05-02,Application Server,Password Attack,Medium,30.1,Closed,Security Manager,Asia
